time,geo,tv_ctv_impressions,ooh_impressions,meta_impressions,tiktok_impressions,google_clicks,tv_ctv_spend,ooh_spend,meta_spend,tiktok_spend,google_spend,sales,seas_sin52,seas_cos52,hldy_thanksgiving,hldy_christmas,trend,trend_sq
2021-08-30,national,48569399.32047683,205333479.0839927,119522992.95797417,120893159.8827188,302005.4053353708,558335.3511586742,1038429.7936518062,984192.3586684952,731946.231499044,759317.9788898162,44940532.74520447,-0.8528367217694595,-0.522177676659508,0,0,35.0,1225.0
2021-09-06,national,48717396.36182878,280167837.9012773,116895448.06302075,123133507.08722192,288682.61888008023,564320.6303530323,1386760.5972626847,923759.6586007448,767801.6869525042,762262.3753804379,45970042.036563,-0.9093882203647925,-0.4159483918249421,0,0,36.0,1296.0
2021-09-13,national,45508915.8729202,210148076.24936756,116072677.02705674,125850277.88040832,337276.0711568886,553080.4064293681,1097124.9975327905,982983.192317406,790351.3028592995,757958.304686162,45508113.61862074,-0.9527692922168511,-0.30369503751065885,0,0,37.0,1369.0
2021-09-20,national,39066087.8149988,237061852.49435535,125821439.82878995,109506619.67462383,320058.79053376405,464444.0353229958,1151259.9015131148,908063.8867422412,611776.2869312323,752325.3616239495,45818766.620015904,-0.9823516608469237,-0.18704334906991657,0,0,38.0,1444.0
2021-09-27,national,39441720.61023179,216571519.83546588,120103987.37653223,118837441.23599438,322317.36457936175,514267.06451362616,963732.678268702,962060.0625690429,617319.3989033907,782989.3592303139,44338785.41544837,-0.9977068927101168,-0.06768276175455162,0,0,39.0,1521.0
2021-10-04,national,47608440.0344854,177423664.58305338,101966675.27875423,114743973.21449813,315325.3546862627,594578.4030959867,982582.2011818726,848015.3196858772,670495.1713672463,793269.7039789928,47020372.79145389,-0.9986126020839734,0.052658056924614005,0,0,40.0,1600.0
2021-10-11,national,39495987.977093786,181430041.1839691,119568300.14548475,127251574.12495105,321151.75642778486,498627.4962378203,836723.5041842073,955308.2776715003,772553.1483665374,794912.7102651665,46222545.449905336,-0.9850556718215013,0.172236243027682,0,0,41.0,1681.0
2021-10-18,national,56289737.273428604,217847126.83061236,114534492.41497272,115195716.13271941,328871.946799154,638359.0372140388,1001846.110376449,859033.0391951761,742387.4137363284,799385.4376553331,46627019.18236744,-0.957232443323312,0.2893199776186952,0,0,42.0,1764.0
2021-10-25,national,48455033.929799564,163156215.4923381,99784193.8441565,122825442.32492673,330804.89877881814,539482.6052728205,855833.6322412817,812153.3245407385,743563.8154431339,792247.6888209231,47594034.359838925,-0.9155458729775467,0.40221356823680365,0,0,43.0,1849.0
2021-11-01,national,43562678.691053025,197113306.37845486,123545914.28803526,124190492.92452522,332178.9601862432,485277.1788533974,952740.7239490031,944640.3397387054,677399.0560553827,792329.4102814299,46383867.12221206,-0.8605996962501181,0.5092820071573356,0,0,44.0,1936.0
2021-11-08,national,52938372.39314587,224204200.0468572,130466423.7238193,138670265.6866846,307954.57477289636,597643.1858687159,986027.6928425358,970242.2999556549,834238.6029790972,796174.801610441,52424102.37617671,-0.7931896839451843,0.6089746507720486,0,0,45.0,2025.0
2021-11-15,national,54112956.434692964,225443150.48852137,147246383.5334627,158654048.89738578,345583.5001381225,663100.9596671514,1090734.9053045474,1190089.7312640103,877787.7515885838,807750.3879017609,50836124.99558324,-0.7142921172691032,0.699847677146407,0,0,46.0,2116.0
2021-11-22,national,0.0,246414094.74255672,218876628.1834176,96597061.96887404,354220.6952782499,0.0,1144458.3246974247,1792978.903980352,614760.7296466945,882291.8371161793,50599351.40235073,-0.6250496486104377,0.7805849965070866,1,0,47.0,2209.0
2021-11-29,national,0.0,201059268.69524527,213370596.07869712,79563146.97562031,282079.8128645524,0.0,957248.0080448833,1535443.356526784,486448.6995350922,857623.5350261657,52033294.7180936,-0.5267547528105542,0.8500173118187018,0,0,48.0,2304.0
2021-12-06,national,0.0,156677561.3333872,126334591.15292473,75814905.51400514,324444.29826513847,0.0,694123.1512774111,1054368.7392050307,403494.9737068493,830523.9641736759,49928199.80123774,-0.42083100859565564,0.9071390534005044,0,0,49.0,2401.0
2021-12-13,national,0.0,226562563.84922487,236172210.9308558,105763464.64263956,352613.168415599,0.0,1159457.0641566915,1906009.0169406421,646669.3829909397,909594.8435167719,51435784.84572824,-0.30881248126625377,0.9511229423235357,0,0,50.0,2500.0
2021-12-20,national,0.0,187760677.32469106,209560905.8029336,89528353.21406594,330534.3323518959,0.0,1046663.9818763996,1709984.5100639267,558447.0977929834,889892.9986113467,53576873.510305114,-0.19232150523909483,0.9813319716704275,0,0,51.0,2601.0
2021-12-27,national,0.0,260241300.3902495,200256775.54574895,98352583.86066186,354586.62215299543,0.0,1327843.3055863308,1627665.9166541751,587458.4522112834,911521.9073064998,50579353.26136405,-0.07304518821104743,0.9973286321364752,0,1,52.0,2704.0
2022-01-03,national,0.0,163011200.45279682,150077316.57257238,67254328.81197466,329543.6086224363,0.0,858560.7845528636,1217243.0681413526,436810.38315344666,852146.9646539253,49734192.42677795,0.051584366869408364,0.9986686402879997,0,0,53.0,2809.0
2022-01-10,national,94207421.22193724,101381395.8536439,200120177.97863603,121552823.92711599,324371.1820561383,1066486.0071037507,538661.2297113958,1532642.6760594442,693529.5335713264,804904.1222218564,56081186.27046581,0.17117705961019986,0.985240282501282,0,0,54.0,2916.0
2022-01-17,national,85045216.76748759,83985448.99824703,154798755.84134656,98965260.2399501,329928.54897796357,1046319.17810818,434037.28527709155,1291827.9498664134,640431.4937395356,789178.3411278478,56449426.476836644,0.2882906407095177,0.9575429528116719,0,0,55.0,3025.0
2022-01-24,national,82267140.23211336,76469883.07199901,159990114.92625445,132593094.63434014,306883.22965471895,922792.9017976124,391388.87989717245,1342801.1857854482,676582.5832633085,785197.6184084576,55329911.16425158,0.4012289854475009,0.9159777842484877,0,0,56.0,3136.0
2022-01-31,national,67665529.57581984,74828328.50590087,125775386.46805584,90093133.80164078,308188.8941973852,800709.2177517712,343267.2880404083,1064962.2793514463,525086.5357879766,782889.9429049984,53274279.52470464,0.5083564379375122,0.8611467540480452,0,0,57.0,3249.0
2022-02-07,national,83337057.88997236,75529681.5459137,189507930.08694604,93507469.23355055,281561.0501722265,1029288.246296875,410346.0807554668,1357080.0154919508,558745.1237210409,795334.5750985013,53623581.60363308,0.6081214998935418,0.7938439653781019,0,0,58.0,3364.0
2022-02-14,national,53509022.17378288,280910582.7663133,202377889.1080897,0.0,290144.7801705349,621250.491123572,1428455.329229405,1594581.3169437377,0.0,728798.4390338953,53082914.58224081,0.6990793005655562,0.7150441465537444,0,0,59.0,3481.0
2022-02-21,national,39597900.840475224,256875832.48506302,155726115.50252762,0.0,282439.18283535674,456762.8104733603,1260551.4852099465,1177986.4983465797,0.0,728798.4390338953,55355626.699191384,0.7799125224167177,0.6258885343075018,0,0,60.0,3600.0
2022-02-28,national,41472135.82986611,206570917.78842002,102658098.97385341,0.0,303412.459747496,474638.20656060835,1105896.7374340184,861660.0287730505,0.0,728798.4390338953,55272797.48696527,0.8494504794814806,0.527668345562516,0,0,61.0,3721.0
2022-03-07,national,45995445.58936638,298161487.7641731,168097182.83898938,0.0,319882.029349116,531585.1546744381,1450176.637417773,1536689.124646591,0.0,728798.4390338953,55036187.35146003,0.9066860720977985,0.4218060770826634,0,0,62.0,3844.0
2022-03-14,national,50105675.0816487,278097173.0519698,188295167.45577502,0.0,291173.5573698339,601950.556518989,1356070.3008123562,1486329.4655273964,0.0,728798.4390338953,55074003.63148446,0.9507903724625832,0.3098349038318025,0,0,63.0,3969.0
2022-03-21,national,52818363.55375907,296679555.63450193,185312395.52485016,0.0,294764.64078257204,669566.9200012139,1455725.046407632,1436997.5364357985,0.0,728798.4390338953,56459911.0658783,0.981124629771712,0.19337647441020586,0,0,64.0,4096.0
2022-03-28,national,37946261.666135505,271704268.6253354,144012214.3323281,0.0,270887.73062385106,467764.52008974017,1343579.632627019,1186972.3932582873,0.0,728798.4390338953,54621369.455036394,0.9972495210773451,0.07411742515094437,0,0,65.0,4225.0
2022-04-04,national,46962796.92013846,290609410.44958454,185488050.43113357,0.0,281950.57329943625,519466.3917315234,1405202.353935417,1349324.36375559,0.0,728798.4390338953,56749362.774721295,0.9989315138848577,-0.046215046983708354,0,0,66.0,4356.0
2022-04-11,national,48337739.873152025,240662672.15367213,60955344.57807481,89258800.90462948,368290.7514355401,604582.9217429148,1106472.5209073322,417799.7135557056,525441.6458127043,831296.8340125586,53005083.36212505,0.986146248341595,-0.16587819893463143,0,0,67.0,4489.0
2022-04-18,national,56559533.35731098,245893369.50331426,50563062.07181741,98054999.72690116,331003.7665396543,700488.8859830877,1246610.4701933812,393627.0258593596,571609.9677943501,835801.9713885464,54568620.38409065,0.9590788900341131,-0.28313898122818354,0,0,68.0,4624.0
2022-04-25,national,62623010.68178384,278044405.28255856,71227285.13099745,116796273.68530509,330294.8593180534,704872.2226058893,1357593.2770616896,565703.9087009479,710203.7712149005,844600.4859166999,54488778.44126768,0.9181214482844365,-0.39629913726891813,0,0,69.0,4761.0
2022-05-02,national,41815257.290677965,207974717.38415498,54935601.6192577,93249249.54955894,344859.6659656266,497301.60091166926,1045423.5950477893,440996.97871859436,544926.074675762,821287.6986824074,53363293.960566394,0.8638670987837349,-0.503719798736334,0,0,70.0,4900.0
2022-05-09,national,45362628.09272122,229843440.24428806,62375527.294528194,107015557.90193187,327000.70165308745,558491.2312019183,1240255.80212647,474705.55986060924,589716.364866854,817695.8397406403,54313739.052175745,0.7971015927871943,-0.6038452208771035,0,0,71.0,5041.0
2022-05-16,national,66595266.196003824,320162092.5464794,82828433.46965149,125997489.25231294,338472.28538969264,781503.7332531412,1591478.1535564899,610993.6651414377,795496.8646340529,865962.9374678792,56646180.57588446,0.7187918772884232,-0.6952253139408723,0,0,72.0,5184.0
2022-05-23,national,55100685.093079075,256996321.9188983,71115976.74687894,131002825.18924719,348417.91397844267,665747.1322327878,1279691.9170838252,582178.6572565093,777678.4578652111,852044.551323244,53119609.00668408,0.6300720909843687,-0.7765366444428655,0,0,73.0,5329.0
2022-05-30,national,67017936.19156031,347538535.90990996,80926639.3560191,137981086.1919834,344691.49846503447,863771.7929827094,1748400.6555809844,613129.6772023994,896013.5560881444,869084.6827980443,55860381.413223244,0.5322271388474397,-0.8466016020976267,0,0,74.0,5476.0
2022-06-06,national,59311094.199493624,168384218.66210222,100759483.37125546,158969619.78238562,335708.44643026026,671794.9308610614,894523.4968890175,837476.975041095,988126.7516253096,787908.5163677089,52734302.314179465,0.42667408318992467,-0.9044054548343001,0,0,75.0,5625.0
2022-06-13,national,51651149.71299724,177543845.47541437,129027405.33572586,151957058.8746214,310658.17698756437,636234.0637018672,894573.7524135482,980972.6218678945,944293.9671992422,797266.4176452656,52812556.58125396,0.31494162072895193,-0.9491110448902284,0,0,76.0,5776.0
2022-06-20,national,51762452.154941365,142595131.6573987,112795849.03469737,141227324.9875064,322337.8327388854,596150.5312102623,722128.6772675237,864017.6889998472,823127.8701536781,781196.5407389314,53931423.89057823,0.19864794288017112,-0.9800709131432666,0,0,77.0,5929.0
2022-06-27,national,40669507.146162756,141624600.55161893,87350968.04337071,110033718.15025668,350998.4118124309,489933.4844599513,684030.4180147527,740469.6974957212,706839.1537607111,775768.7283174862,52071143.59569682,0.07947729992362097,-0.9968366760893436,0,0,78.0,6084.0
2022-07-04,national,53423758.71413372,166979919.42241412,117188419.23143974,169015910.43817496,309068.05768124876,627849.7420560934,882494.8628134222,942361.6331565026,1019076.2457735578,787680.0174701341,53048680.82498317,-0.04084439154329611,-0.9991655196610109,0,0,79.0,6241.0
2022-07-11,national,49396525.84370634,196547859.22330287,79202518.8368385,138164413.22226188,284707.2588452083,554534.9770194013,930050.7319509144,599329.0382776277,766789.7175926721,776105.2957974648,53732779.00678165,-0.16057454459499376,-0.9870237158387383,0,0,80.0,6400.0
2022-07-18,national,55226746.24151773,238188447.0831791,84355033.36121307,160903233.45892724,330403.40346521453,713069.6993455536,1077236.8327783355,640236.0697872738,995427.4510918441,778565.8039701871,52408837.24898989,-0.2779791393987801,-0.9605871111248129,0,0,81.0,6561.0
2022-07-25,national,48689942.53849265,209339535.1604995,75206480.99406084,141998628.22089976,331670.13289620634,574583.037379678,1075308.818536265,541317.251705156,807784.6331656503,778643.3261477775,50475238.29728975,-0.3913578365610259,-0.9202385798054075,0,0,82.0,6724.0
2022-08-01,national,54764685.328738354,204387812.49750206,77362175.2398714,152579983.821788,307110.69190086034,669255.6021824256,959133.1432831796,617732.6512534879,962101.567246924,773893.1848262794,54294811.19138753,-0.4990686026885319,-0.8665624788845385,0,0,83.0,6889.0
2022-08-08,national,48304188.1490386,214168011.9536623,60135388.072337426,141153584.7311488,320060.82763481815,565872.2332536266,1022408.191089501,509096.4105951377,840941.6834506249,775887.8603973866,50844621.2878093,-0.5995514915196489,-0.8003361849976323,0,0,84.0,7056.0
2022-08-15,national,66919824.59875181,200471620.41331714,60730251.66216163,96712828.85041027,318184.92482671933,787763.5773549341,923621.3466114058,473259.98720335274,567299.7250966484,775459.5645564209,51717478.606958814,-0.6913512362094071,-0.722518835873311,0,0,85.0,7225.0
2022-08-22,national,59435040.63785938,152740057.95894325,57106302.105111495,86756739.8981793,295788.86181387317,716253.6278217279,737382.5724402994,435231.35880573414,522097.4389026811,773924.2980245454,49255656.34107666,-0.7731383255706027,-0.6342374393978054,0,0,86.0,7396.0
2022-08-29,national,77635341.6850909,185813067.20692632,59359873.43702037,101009150.69133194,327286.316099676,844669.6497775809,886154.4824541905,466509.24939842627,600102.6629701355,784168.6810083954,51766724.81004839,-0.8437282590292712,-0.5367705514607103,0,0,87.0,7569.0
2022-09-05,national,72439315.22309913,175279872.4156735,53952807.19203651,108598249.94011499,292204.6237143134,879118.5070093068,850239.9119776092,448725.735835754,656456.0446956739,790102.4785753371,50809964.91226698,-0.9020987014301837,-0.4315297589714715,0,0,88.0,7744.0
2022-09-12,national,76307828.42649636,156611056.47420725,56521674.85921298,99294487.37967508,317511.60371210787,864870.138389333,815674.9358045303,512357.95124751446,587351.5684020577,774616.9325880732,52518577.04033346,-0.9474042892438845,-0.32003923622313857,0,0,89.0,7921.0
2022-09-19,national,81068234.90555772,184864553.1405166,73808240.09116957,106431000.90263185,317144.41656543734,967598.3906804554,854670.5398412622,526062.6280430921,607799.1828810868,783229.2071423637,53166381.355076954,-0.9789888737409319,-0.20391367068311472,0,0,90.0,8100.0
2022-09-26,national,54461512.91072465,220898840.40222234,0.0,175172166.91824418,301830.3629062807,587063.5669958594,1060996.2926431124,0.0,1081627.6174365939,809043.5518880947,51769726.2358312,-0.9963950238187231,-0.08483487790576538,0,0,91.0,8281.0
2022-10-03,national,46157321.681228645,229811297.2455752,0.0,203703318.84261957,333051.6685077116,545648.0050118589,1169482.3275833153,0.0,1151929.3030701778,816463.7884631386,52524843.010614574,-0.9993706508539969,0.03547255575312556,0,0,92.0,8464.0
2022-10-10,national,49059451.27408666,258754924.1298089,0.0,195505433.9992076,327885.5313178361,599994.5497109499,1210243.8261189924,0.0,1189244.145231223,832679.7001227966,52721806.15261352,-0.9878726596350429,0.15526624985999563,0,0,93.0,8649.0
2022-10-17,national,56946144.148260556,255017025.5305073,0.0,233664316.6388756,344614.76978883723,689822.078686841,1302206.7933553935,0.0,1363802.4324337766,837728.3875406174,51108692.83517822,-0.9620675724981452,0.27281126433401914,0,0,94.0,8836.0
2022-10-24,national,40683963.88004272,224469291.29516402,0.0,182193655.97665736,321565.7910927679,494171.4392052529,1082761.5648594194,0.0,1163909.2193619607,817991.4181870124,54186543.853946835,-0.9223291176290545,0.3864052261209853,0,0,95.0,9025.0
2022-10-31,national,59124268.36864676,251698008.30688977,0.0,225061069.78271762,336951.67542393674,653784.0208419353,1233849.0393949861,0.0,1245868.8474785462,834885.1458060818,55526889.46774043,-0.8692328164574792,0.4944029842076182,0,0,96.0,9216.0
2022-11-07,national,0.0,237688855.3571562,151065030.71968085,149961839.00415313,292248.9707828409,0.0,1131647.2691269892,1115731.0682929102,899391.1514561723,835812.8116762388,55048249.77548899,-0.8035476485339116,0.5952404359043674,0,0,97.0,9409.0
2022-11-14,national,0.0,174739712.46855342,125722696.62106255,136408789.5227167,355462.90334809467,0.0,932559.6582180131,1018949.9570881148,877057.0798800677,832507.3588503465,56161221.6295781,-0.7262249146041543,0.6874571793269664,0,0,98.0,9604.0
2022-11-21,national,0.0,248978736.41329068,126105786.45723183,171034665.56314322,357419.7215852421,0.0,1179408.3181242123,1010619.0185698863,1007442.6281822352,838532.4154904862,56641642.27638898,-0.6383844591746642,0.769717664006921,0,0,99.0,9801.0
2022-11-28,national,0.0,155714350.71241143,102032765.43930933,109379753.50924924,328108.40687518637,0.0,824177.8104990347,871070.2212042533,670011.1318480021,816683.8957794023,57517485.433730066,-0.5412984521036173,0.8408305333122887,1,0,100.0,10000.0
2022-12-05,national,83155269.7181171,101547736.0357527,87469130.28156357,103082397.93005432,359303.5901892625,928037.211147557,517159.9750376069,719461.2251195831,602232.5962796554,862166.5272822395,57600240.51464087,-0.4363729641045924,0.8997658785476209,0,0,101.0,10201.0
2022-12-12,national,83130936.74270678,101815207.65908906,91508106.56369543,106100815.18487959,331079.2010863134,908877.242608632,512236.6705605048,717105.5604149022,684040.6384681775,848930.7833911176,57866648.822855696,-0.3251276029999093,0.9456701548465688,0,0,102.0,10404.0
2022-12-19,national,87227545.77242815,112859649.68792173,128442138.39740962,150741952.144021,381053.9280675252,1016795.833223004,583254.4146729662,1030898.026215234,916470.015445667,887677.8287573387,61943395.739593014,-0.20917350564635637,0.9778785428342386,0,0,103.0,10609.0
2022-12-26,national,96721440.61477345,114752751.93603478,118810361.22169529,137967639.14680454,383072.5116205166,1020110.0688506132,553559.2399346959,941506.4242140804,834136.3359296477,900057.1905500428,61222246.530649796,-0.09019000427034513,0.9959245770286599,0,1,104.0,10816.0
2023-01-02,national,90426303.32143658,110710192.24721457,119330388.40468,124253846.89267185,359654.139398412,1170286.6659670677,532993.7934317262,867446.5421068945,712836.6083349593,898129.3194871112,62031408.45084473,0.03439806061360801,0.9994082116062598,0,0,105.0,11025.0
2023-01-09,national,73624802.60597245,123647361.04146075,104755534.55635667,138629075.17664376,367288.51227201504,907697.4320309603,602394.2902765236,813187.7734168873,761865.614508487,877281.8924423929,60543641.049315326,0.1542040475626894,0.988039023376751,0,0,106.0,11236.0
2023-01-16,national,60500547.426555246,75187742.79587618,72256464.35808006,79209961.38124499,345038.6339053355,725387.0809805299,335943.7030273332,551807.157503827,507207.01675513457,851991.0229756087,60184090.83857338,0.2717767384711357,0.9623603298276545,0,0,107.0,11449.0
