week,expected_sales,sales,campaign_week,true_campaign_lift,sales_with_campaign
2016-02-01,156965.0,168028.0,0,0.0,168028.0
2016-02-08,157424.0,161597.0,0,0.0,161597.0
2016-02-15,158318.0,160138.0,0,0.0,160138.0
2016-02-22,159637.0,153423.0,0,0.0,153423.0
2016-02-29,161354.0,158985.0,0,0.0,158985.0
2016-03-07,163426.0,162200.0,0,0.0,162200.0
2016-03-14,165790.0,157732.0,0,0.0,157732.0
2016-03-21,168373.0,162912.0,0,0.0,162912.0
2016-03-28,171087.0,167192.0,0,0.0,167192.0
2016-04-04,173836.0,181660.0,0,0.0,181660.0
2016-04-11,176518.0,184938.0,0,0.0,184938.0
2016-04-18,179034.0,182442.0,0,0.0,182442.0
2016-04-25,181293.0,183965.0,0,0.0,183965.0
2016-05-02,183215.0,183879.0,0,0.0,183879.0
2016-05-09,205555.0,204204.0,0,0.0,204204.0
2016-05-16,199689.0,190593.0,0,0.0,190593.0
2016-05-23,186470.0,180374.0,0,0.0,180374.0
2016-05-30,186678.0,179538.0,0,0.0,179538.0
2016-06-06,152685.0,143471.0,0,0.0,143471.0
2016-06-13,164935.0,163292.0,0,0.0,163292.0
2016-06-20,185174.0,187063.0,0,0.0,187063.0
2016-06-27,184204.0,174833.0,0,0.0,174833.0
2016-07-04,183142.0,178110.0,0,0.0,178110.0
2016-07-11,182072.0,186106.0,0,0.0,186106.0
2016-07-18,181072.0,189763.0,0,0.0,189763.0
2016-07-25,180209.0,191484.0,0,0.0,191484.0
2016-08-01,179533.0,185156.0,0,0.0,185156.0
2016-08-08,179079.0,177143.0,0,0.0,177143.0
2016-08-15,178863.0,172266.0,0,0.0,172266.0
2016-08-22,178882.0,178364.0,0,0.0,178364.0
2016-08-29,179116.0,181680.0,0,0.0,181680.0
2016-09-05,179528.0,189761.0,0,0.0,189761.0
2016-09-12,180067.0,192750.0,0,0.0,192750.0
2016-09-19,202108.0,209465.0,0,0.0,209465.0
2016-09-26,181270.0,176776.0,0,0.0,176776.0
2016-10-03,181791.0,177774.0,0,0.0,177774.0
2016-10-10,182164.0,180678.0,0,0.0,180678.0
2016-10-17,182328.0,179277.0,0,0.0,179277.0
2016-10-24,182231.0,177260.0,0,0.0,177260.0
2016-10-31,181842.0,181087.0,0,0.0,181087.0
2016-11-07,181147.0,177268.0,0,0.0,177268.0
2016-11-14,180156.0,170622.0,0,0.0,170622.0
2016-11-21,261780.0,256339.0,0,0.0,256339.0
2016-11-28,256016.0,244920.0,0,0.0,244920.0
2016-12-05,221662.0,219650.0,0,0.0,219650.0
2016-12-12,254578.0,256597.0,0,0.0,256597.0
2016-12-19,130052.0,121177.0,0,0.0,121177.0
2016-12-26,153728.0,143586.0,0,0.0,143586.0
2017-01-02,169449.0,176846.0,0,0.0,176846.0
2017-01-09,168324.0,163986.0,0,0.0,163986.0
2017-01-16,167534.0,152772.0,0,0.0,152772.0
2017-01-23,167135.0,148673.0,0,0.0,148673.0
2017-01-30,167167.0,157014.0,0,0.0,157014.0
2017-02-06,167656.0,161800.0,0,0.0,161800.0
2017-02-13,168608.0,164353.0,0,0.0,164353.0
2017-02-20,170014.0,173733.0,0,0.0,173733.0
2017-02-27,171843.0,158126.0,0,0.0,158126.0
2017-03-06,174048.0,169290.0,0,0.0,169290.0
2017-03-13,176567.0,182725.0,0,0.0,182725.0
2017-03-20,179318.0,174479.0,0,0.0,174479.0
2017-03-27,182208.0,177283.0,0,0.0,177283.0
2017-04-03,185135.0,177398.0,0,0.0,177398.0
2017-04-10,187991.0,178708.0,0,0.0,178708.0
2017-04-17,190672.0,183426.0,0,0.0,183426.0
2017-04-24,193077.0,199329.0,0,0.0,199329.0
2017-05-01,195124.0,211231.0,0,0.0,211231.0
2017-05-08,217605.0,224171.0,0,0.0,224171.0
2017-05-15,222415.0,242253.0,0,0.0,242253.0
2017-05-22,198590.0,208000.0,0,0.0,208000.0
2017-05-29,198812.0,215987.0,0,0.0,215987.0
2017-06-05,198611.0,206388.0,0,0.0,206388.0
2017-06-12,198051.0,203236.0,0,0.0,203236.0
2017-06-19,197210.0,201628.0,0,0.0,201628.0
2017-06-26,196177.0,221239.0,0,0.0,221239.0
2017-07-03,195046.0,212892.0,0,0.0,212892.0
2017-07-10,193906.0,198314.0,0,0.0,198314.0
2017-07-17,192842.0,200316.0,0,0.0,200316.0
2017-07-24,191922.0,192265.0,0,0.0,192265.0
2017-07-31,191203.0,186563.0,0,0.0,186563.0
2017-08-07,190719.0,192608.0,0,0.0,192608.0
2017-08-14,190489.0,190339.0,0,0.0,190339.0
2017-08-21,190509.0,190776.0,0,0.0,190776.0
2017-08-28,190759.0,189428.0,0,0.0,189428.0
2017-09-04,191198.0,191135.0,0,0.0,191135.0
2017-09-11,191772.0,193093.0,0,0.0,193093.0
2017-09-18,207799.0,193136.0,0,0.0,193136.0
2017-09-25,193052.0,189032.0,0,0.0,189032.0
2017-10-02,193607.0,184146.0,0,0.0,184146.0
2017-10-09,194005.0,179068.0,0,0.0,179068.0
2017-10-16,194179.0,185267.0,0,0.0,185267.0
2017-10-23,194077.0,189186.0,0,0.0,189186.0
2017-10-30,193662.0,186896.0,0,0.0,186896.0
2017-11-06,192922.0,194459.0,0,0.0,194459.0
2017-11-13,191866.0,177134.0,0,0.0,177134.0
2017-11-20,294009.0,274272.0,0,0.0,274272.0
2017-11-27,233204.0,215936.0,0,0.0,215936.0
2017-12-04,200411.0,190534.0,0,0.0,190534.0
2017-12-11,232487.0,228199.0,0,0.0,228199.0
2017-12-18,219457.0,202840.0,0,0.0,202840.0
2017-12-25,140470.0,139943.0,0,0.0,139943.0
2018-01-01,165089.0,164053.0,0,0.0,164053.0
2018-01-08,179265.0,165806.0,0,0.0,165806.0
2018-01-15,178423.0,159465.0,0,0.0,159465.0
2018-01-22,177998.0,167224.0,0,0.0,167224.0
2018-01-29,178033.0,170000.0,0,0.0,170000.0
2018-02-05,178554.0,172281.0,0,0.0,172281.0
2018-02-12,179568.0,175070.0,0,0.0,175070.0
2018-02-19,181064.0,178939.0,0,0.0,178939.0
2018-02-26,183012.0,185759.0,0,0.0,185759.0
2018-03-05,226401.0,217571.0,0,0.0,217571.0
2018-03-12,188044.0,175629.0,0,0.0,175629.0
2018-03-19,190973.0,175766.0,0,0.0,175766.0
2018-03-26,194051.0,186181.0,0,0.0,186181.0
2018-04-02,197169.0,198601.0,0,0.0,198601.0
2018-04-09,200211.0,196395.0,0,0.0,196395.0
2018-04-16,203065.0,183533.0,0,0.0,183533.0
2018-04-23,205627.0,182815.0,0,0.0,182815.0
2018-04-30,207807.0,189024.0,0,0.0,189024.0
2018-05-07,229512.0,211502.0,0,0.0,211502.0
2018-05-14,230620.0,215031.0,0,0.0,215031.0
2018-05-21,211499.0,201571.0,0,0.0,201571.0
2018-05-28,211734.0,201045.0,0,0.0,201045.0
2018-06-04,211521.0,210752.0,0,0.0,210752.0
2018-06-11,210924.0,204016.0,0,0.0,204016.0
2018-06-18,210029.0,197601.0,0,0.0,197601.0
2018-06-25,208929.0,202757.0,0,0.0,202757.0
2018-07-02,207724.0,191559.0,0,0.0,191559.0
2018-07-09,206510.0,199092.0,0,0.0,199092.0
2018-07-16,205377.0,199264.0,0,0.0,199264.0
2018-07-23,204397.0,197772.0,0,0.0,197772.0
2018-07-30,203631.0,209787.0,0,0.0,209787.0
2018-08-06,203116.0,198758.0,0,0.0,198758.0
2018-08-13,202871.0,211660.0,0,0.0,211660.0
2018-08-20,202893.0,202366.0,0,0.0,202366.0
2018-08-27,203158.0,190985.0,0,0.0,190985.0
2018-09-03,203626.0,195179.0,0,0.0,195179.0
2018-09-10,204237.0,190026.0,0,0.0,190026.0
2018-09-17,224455.0,206857.0,0,0.0,206857.0
2018-09-24,205601.0,196918.0,0,0.0,196918.0
2018-10-01,206192.0,201904.0,0,0.0,201904.0
2018-10-08,206615.0,197465.0,0,0.0,197465.0
2018-10-15,206801.0,205459.0,0,0.0,205459.0
2018-10-22,206692.0,210382.0,0,0.0,210382.0
2018-10-29,206250.0,215067.0,0,0.0,215067.0
2018-11-05,205462.0,210576.0,0,0.0,210576.0
2018-11-12,204337.0,221345.0,0,0.0,221345.0
2018-11-19,315704.0,287741.0,0,0.0,287741.0
2018-11-26,299347.0,276006.0,0,0.0,276006.0
2018-12-03,210640.0,188274.0,0,0.0,188274.0
2018-12-10,259523.0,242861.0,0,0.0,242861.0
2018-12-17,250706.0,229248.0,0,0.0,229248.0
2018-12-24,141759.0,131747.0,0,0.0,131747.0
2018-12-31,177147.0,187104.0,0,0.0,187104.0
2019-01-07,190917.0,190404.0,0,0.0,190404.0
2019-01-14,190021.0,188606.0,0,0.0,188606.0
2019-01-21,189568.0,183566.0,0,0.0,183566.0
2019-01-28,189605.0,182853.0,0,0.0,182853.0
2019-02-04,190160.0,183546.0,0,0.0,183546.0
2019-02-11,191240.0,186812.0,0,0.0,186812.0
2019-02-18,192834.0,194323.0,0,0.0,194323.0
2019-02-25,194908.0,202944.0,0,0.0,202944.0
2019-03-04,197410.0,199197.0,0,0.0,199197.0
2019-03-11,200266.0,201306.0,0,0.0,201306.0
2019-03-18,203387.0,191883.0,0,0.0,191883.0
2019-03-25,206665.0,195759.0,0,0.0,195759.0
2019-04-01,209985.0,207366.0,0,0.0,207366.0
2019-04-08,213225.0,213351.0,0,0.0,213351.0
2019-04-15,216265.0,211820.0,0,0.0,211820.0
2019-04-22,218993.0,218983.0,0,0.0,218983.0
2019-04-29,221314.0,221778.0,0,0.0,221778.0
2019-05-06,248021.0,253601.0,0,0.0,253601.0
2019-05-13,244675.0,243735.0,0,0.0,243735.0
2019-05-20,225246.0,217095.0,0,0.0,217095.0
2019-05-27,225497.0,218780.0,0,0.0,218780.0
2019-06-03,225270.0,196206.0,0,0.0,196206.0
2019-06-10,224635.0,206851.0,0,0.0,206851.0
2019-06-17,223681.0,185289.0,0,0.0,185289.0
2019-06-24,222509.0,186775.0,0,0.0,186775.0
2019-07-01,221226.0,200222.0,0,0.0,200222.0
2019-07-08,219934.0,207771.0,0,0.0,207771.0
2019-07-15,218726.0,200681.0,0,0.0,200681.0
2019-07-22,217683.0,199353.0,0,0.0,199353.0
2019-07-29,216867.0,212710.0,0,0.0,212710.0
2019-08-05,216319.0,206176.0,0,0.0,206176.0
2019-08-12,216057.0,223176.0,0,0.0,223176.0
2019-08-19,216081.0,213973.0,0,0.0,213973.0
2019-08-26,216363.0,213380.0,0,0.0,213380.0
2019-09-02,216861.0,222075.0,0,0.0,222075.0
2019-09-09,217512.0,217119.0,0,0.0,217119.0
2019-09-16,241720.0,228458.0,0,0.0,228458.0
2019-09-23,218965.0,208678.0,0,0.0,208678.0
2019-09-30,219594.0,209458.0,0,0.0,209458.0
2019-10-07,220045.0,201388.0,0,0.0,201388.0
2019-10-14,220243.0,205047.0,0,0.0,205047.0
2019-10-21,220126.0,202683.0,0,0.0,202683.0
2019-10-28,219656.0,213251.0,0,0.0,213251.0
2019-11-04,218817.0,212352.0,0,0.0,212352.0
2019-11-11,217619.0,206773.0,0,0.0,206773.0
2019-11-18,229088.0,216679.0,1,0.07,231847.0
2019-11-25,351232.0,338907.0,1,0.07,362630.0
2019-12-02,299180.0,297748.0,1,0.07,318590.0
2019-12-09,289973.0,266076.0,1,0.07,284701.0
2019-12-16,294096.0,258542.0,0,0.0,258542.0
2019-12-23,160675.0,156474.0,0,0.0,156474.0
